participant_id,age_range,education_profile,probability_familiarity,participant_created_at,finalized_at,question_id,condition,block,position,answer_index,correct,latency_seconds,response_created_at
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q01,B,1,4,3,1,11.389,2026-06-01T00:21:50.328536+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q09,B,1,5,2,1,14.881,2026-06-01T00:22:08.209521+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q02,B,1,6,0,1,18.597,2026-06-01T00:22:29.806203+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q06,B,1,7,2,1,20.129,2026-06-01T00:22:52.934855+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q03,B,1,8,3,1,22.052,2026-06-01T00:23:17.986615+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q08,B,1,9,1,1,24.212,2026-06-01T00:23:45.198198+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q10,A,2,0,2,1,20.446,2026-06-01T00:24:08.643768+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q02,A,2,1,1,1,35.573,2026-06-01T00:24:47.217159+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q01,A,2,2,1,0,21.416,2026-06-01T00:25:11.633537+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q03,A,2,3,1,1,22.519,2026-06-01T00:25:37.152568+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q04,A,2,4,1,0,30.065,2026-06-01T00:26:10.217153+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q05,A,2,5,3,1,15.981,2026-06-01T00:26:29.198539+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q08,A,2,6,3,0,20.538,2026-06-01T00:26:52.736398+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q07,A,2,7,2,1,22.776,2026-06-01T00:27:18.512752+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q09,A,2,8,3,0,29.72,2026-06-01T00:27:51.232967+00:00
4,25-34,Humanistico,5,2026-06-01T00:20:00+00:00,2026-06-01T00:32:00+00:00,q06,A,2,9,3,1,18.838,2026-06-01T00:28:13.071377+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q04,A,1,0,0,1,32.261,2026-06-01T00:25:35.260530+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q03,A,1,1,2,0,23.97,2026-06-01T00:26:02.230363+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q05,A,1,2,0,1,23.42,2026-06-01T00:26:28.650508+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q01,A,1,3,2,1,19.225,2026-06-01T00:26:50.875946+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q10,A,1,4,0,1,25.975,2026-06-01T00:27:19.851060+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q02,A,1,5,3,0,26.98,2026-06-01T00:27:49.831522+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q09,A,1,6,1,1,26.477,2026-06-01T00:28:19.308899+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q07,A,1,7,2,0,25.0,2026-06-01T00:28:47.309253+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q06,A,1,8,0,1,24.591,2026-06-01T00:29:14.900649+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q08,A,1,9,1,1,31.608,2026-06-01T00:29:49.508740+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q05,B,2,0,0,0,23.895,2026-06-01T00:30:16.403982+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q10,B,2,1,2,0,15.336,2026-06-01T00:30:34.740173+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q06,B,2,2,3,0,20.22,2026-06-01T00:30:57.960534+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q07,B,2,3,1,1,19.565,2026-06-01T00:31:20.525883+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q01,B,2,4,2,1,26.18,2026-06-01T00:31:49.706149+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q04,B,2,5,0,1,19.005,2026-06-01T00:32:11.711378+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q08,B,2,6,1,1,18.438,2026-06-01T00:32:33.149337+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q02,B,2,7,1,1,21.378,2026-06-01T00:32:57.526918+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q09,B,2,8,1,1,23.628,2026-06-01T00:33:24.154996+00:00
5,25-34,Humanistico,5,2026-06-01T00:25:00+00:00,2026-06-01T00:37:00+00:00,q03,B,2,9,0,1,19.742,2026-06-01T00:33:46.897434+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q10,B,1,0,2,0,21.844,2026-06-01T00:30:24.843771+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q07,B,1,1,2,1,20.279,2026-06-01T00:30:48.123263+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q06,B,1,2,2,1,24.156,2026-06-01T00:31:15.279516+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q04,B,1,3,2,1,19.199,2026-06-01T00:31:37.478782+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q09,B,1,4,2,1,23.154,2026-06-01T00:32:03.632432+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q05,B,1,5,0,1,13.397,2026-06-01T00:32:20.029863+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q02,B,1,6,1,0,15.078,2026-06-01T00:32:38.107433+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q03,B,1,7,2,0,22.678,2026-06-01T00:33:03.785075+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q08,B,1,8,2,1,15.742,2026-06-01T00:33:22.527462+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q01,B,1,9,2,1,17.181,2026-06-01T00:33:42.708673+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q09,A,2,0,2,0,25.303,2026-06-01T00:34:11.011214+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q05,A,2,1,0,1,31.788,2026-06-01T00:34:45.799295+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q07,A,2,2,3,1,27.482,2026-06-01T00:35:16.281102+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q08,A,2,3,2,0,31.199,2026-06-01T00:35:50.480088+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q02,A,2,4,1,0,22.602,2026-06-01T00:36:16.082125+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q03,A,2,5,3,0,29.488,2026-06-01T00:36:48.569706+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q10,A,2,6,3,1,26.135,2026-06-01T00:37:17.705148+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q04,A,2,7,3,1,24.38,2026-06-01T00:37:45.085528+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q06,A,2,8,0,1,29.199,2026-06-01T00:38:17.284790+00:00
6,25-34,Mixto,5,2026-06-01T00:30:00+00:00,2026-06-01T00:42:00+00:00,q01,A,2,9,0,0,24.475,2026-06-01T00:38:44.759752+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q05,A,1,0,1,1,28.536,2026-06-01T00:35:31.535644+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q04,A,1,1,3,1,24.138,2026-06-01T00:35:58.673965+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q07,A,1,2,2,0,31.738,2026-06-01T00:36:33.411833+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q08,A,1,3,0,0,30.5,2026-06-01T00:37:06.911946+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q10,A,1,4,1,1,19.743,2026-06-01T00:37:29.655028+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q03,A,1,5,1,0,26.846,2026-06-01T00:37:59.501502+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q01,A,1,6,1,1,26.16,2026-06-01T00:38:28.661854+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q09,A,1,7,3,1,25.228,2026-06-01T00:38:56.890139+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q06,A,1,8,2,1,26.929,2026-06-01T00:39:26.819559+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q02,A,1,9,3,0,22.218,2026-06-01T00:39:52.037584+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q04,B,2,0,0,1,18.346,2026-06-01T00:40:13.383871+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q01,B,2,1,0,1,18.883,2026-06-01T00:40:35.267348+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q10,B,2,2,0,0,11.629,2026-06-01T00:40:49.896494+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q07,B,2,3,0,0,13.775,2026-06-01T00:41:06.671315+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q05,B,2,4,0,0,23.148,2026-06-01T00:41:32.818937+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q02,B,2,5,3,1,20.831,2026-06-01T00:41:56.649655+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q03,B,2,6,3,1,19.71,2026-06-01T00:42:19.359276+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q06,B,2,7,2,1,19.588,2026-06-01T00:42:41.947321+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q09,B,2,8,2,1,16.483,2026-06-01T00:43:01.430248+00:00
7,35-44,Mixto,5,2026-06-01T00:35:00+00:00,2026-06-01T00:47:00+00:00,q08,B,2,9,0,1,13.782,2026-06-01T00:43:18.211995+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q02,B,1,0,1,1,19.449,2026-06-01T00:40:22.449436+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q05,B,1,1,0,1,17.459,2026-06-01T00:40:42.908433+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q06,B,1,2,2,1,15.507,2026-06-01T00:41:01.415473+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q08,B,1,3,3,1,19.205,2026-06-01T00:41:23.620647+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q09,B,1,4,2,0,21.52,2026-06-01T00:41:48.140719+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q01,B,1,5,1,1,13.797,2026-06-01T00:42:04.937916+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q04,B,1,6,0,0,18.608,2026-06-01T00:42:26.545666+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q10,B,1,7,0,1,19.449,2026-06-01T00:42:48.994888+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q07,B,1,8,3,1,28.194,2026-06-01T00:43:20.189141+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q03,B,1,9,0,1,20.673,2026-06-01T00:43:43.861941+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q02,A,2,0,2,1,18.324,2026-06-01T00:44:05.185758+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q07,A,2,1,1,1,23.074,2026-06-01T00:44:31.259322+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q03,A,2,2,0,1,33.136,2026-06-01T00:45:07.395693+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q06,A,2,3,2,0,26.46,2026-06-01T00:45:36.856069+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q08,A,2,4,2,0,23.806,2026-06-01T00:46:03.661741+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q01,A,2,5,1,1,23.575,2026-06-01T00:46:30.236855+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q04,A,2,6,2,0,20.204,2026-06-01T00:46:53.440714+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q09,A,2,7,1,0,25.937,2026-06-01T00:47:22.377649+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q10,A,2,8,3,0,25.384,2026-06-01T00:47:50.762034+00:00
8,25-34,Humanistico,4,2026-06-01T00:40:00+00:00,2026-06-01T00:52:00+00:00,q05,A,2,9,2,0,24.284,2026-06-01T00:48:18.046322+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q09,A,1,0,0,1,23.798,2026-06-01T00:45:26.797755+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q06,A,1,1,0,1,23.704,2026-06-01T00:45:53.501328+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q08,A,1,2,2,0,23.59,2026-06-01T00:46:20.091777+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q10,A,1,3,2,1,18.721,2026-06-01T00:46:41.812522+00:00
